iter	Logloss
464	0.2980537044
465	0.2978986716
466	0.2977382562
467	0.2975349134
468	0.2973553535
469	0.2971896225
470	0.2970170991
471	0.29681573
472	0.2965198645
473	0.2963118473
474	0.2960409985
475	0.2959044147
476	0.2957982395
477	0.2955734108
478	0.2953235314
479	0.2951799013
480	0.2950448698
481	0.2948678105
482	0.2946844912
483	0.2944974061
484	0.2942806566
485	0.2940432627
486	0.2938496857
487	0.2935535309
488	0.2934335705
489	0.2932398844
490	0.2930374983
491	0.2928466072
492	0.2926490706
493	0.2924019104
494	0.2921998079
495	0.2920632728
496	0.2919370322
497	0.291751068
498	0.2914417988
499	0.2913158572
500	0.2912193237
501	0.2910501668
502	0.2909347696
503	0.2907212009
504	0.2905853382
505	0.2903958635
506	0.2901260514
507	0.2899935593
508	0.2897785002
509	0.2896128313
510	0.2894824231
511	0.2893416477
512	0.2890982985
513	0.2888837865
514	0.2886227065
515	0.2884222365
516	0.2882435907
517	0.2880320464
518	0.287832238
519	0.2876465766
520	0.2874564706
521	0.2872887603
522	0.2871699501
523	0.2869513656
524	0.2868775158
525	0.2866994892
526	0.2864940432
527	0.2863086527
528	0.2861074935
529	0.2858917968
530	0.2857364394
531	0.2855348018
532	0.2853773049
533	0.2852469813
534	0.2849427983
535	0.2847776895
536	0.2845712347
537	0.2843784351
538	0.284151427
539	0.2839928871
540	0.283884929
541	0.2836998335
542	0.2834959795
543	0.2833474639
544	0.2831964919
545	0.2829863988
546	0.2828299883
547	0.2825751181
548	0.2823431604
549	0.2819976088
550	0.2818103011
551	0.2816377728
552	0.2814555695
553	0.2812587412
554	0.2811049991
555	0.2809331025
556	0.2807569084
557	0.2805434421
558	0.28039679
559	0.2802867357
560	0.2801432441
561	0.2800242264
562	0.2798600823
563	0.2797144716
564	0.2795698113
565	0.2794611264
566	0.2792817239
567	0.279123262
568	0.2789778194
569	0.2788177123
570	0.2785841423
571	0.2784663359
572	0.2783764604
573	0.2781843773
574	0.2778911491
575	0.277728105
576	0.2776219352
577	0.2774047749
578	0.2772485407
579	0.277088841
580	0.2769895786
581	0.2768280532
582	0.2767058128
583	0.276523606
584	0.2764345863
585	0.2763015937
586	0.2760405396
587	0.2757837987
588	0.2755325709
589	0.2753931479
590	0.2752329232
591	0.2750804881
592	0.274849863
593	0.2746697186
594	0.2745126254
595	0.2743397219
596	0.2742066621
597	0.2740777275
598	0.2739020918
599	0.2737060237
600	0.273585211
601	0.2735011224
602	0.2733489487
603	0.2732399967
604	0.2729931505
605	0.2728315572
606	0.2727254748
607	0.2725604299
608	0.272426721
609	0.2722369064
610	0.2721398424
611	0.2719994332
612	0.27183977
613	0.2716053035
614	0.2714689803
615	0.2713238494
616	0.2711467597
617	0.2710190457
618	0.2709175457
619	0.2707027098
620	0.270594913
621	0.2704862353
622	0.2703320822
623	0.2702244739
624	0.2700754799
625	0.2699295891
626	0.2698187058
627	0.2697111929
628	0.2695797225
629	0.2694023288
630	0.2692080082
631	0.2690295805
632	0.2689160579
633	0.2687251084
634	0.2685944713
635	0.2684042201
636	0.2682360435
637	0.2681100034
638	0.2679197977
639	0.2677723154
640	0.2676239054
641	0.2675121218
642	0.2673721322
643	0.2672404569
644	0.267142953
645	0.2669911165
646	0.2667788157
647	0.2666686893
648	0.2664872765
649	0.2663978617
650	0.2662636342
651	0.2661502701
652	0.2660534822
653	0.2659336693
654	0.2658329958
655	0.2656957347
656	0.2654405048
657	0.2652965782
658	0.2651435721
659	0.2650058474
660	0.2648944921
661	0.2647602564
662	0.2646305681
663	0.2645233453
664	0.2643917498
665	0.2642628042
666	0.2641034927
667	0.2639867053
668	0.2638417974
669	0.2637089082
670	0.263554248
671	0.2634175188
672	0.2632903769
673	0.263184757
674	0.263105388
675	0.2629736947
676	0.262859856
677	0.2626306684
678	0.2624240534
679	0.2623380387
680	0.262251371
681	0.2620955092
682	0.2619249102
683	0.261771616
684	0.2615493501
685	0.2614109581
686	0.2612857894
687	0.2611474608
688	0.2610264397
689	0.2609305524
690	0.2608480564
691	0.2607546563
692	0.2605924582
693	0.2604806305
694	0.2603265496
695	0.2601930028
696	0.2600675724
697	0.2599804084
698	0.259863765
699	0.2597505562
700	0.259673223
701	0.2595689094
702	0.2594520543
703	0.2593461552
704	0.2591961219
705	0.2590351262
706	0.2589415167
707	0.2588281085
708	0.2586893003
709	0.2586091859
710	0.2584549004
711	0.258354039
712	0.2582632666
713	0.2581314329
714	0.2578981153
715	0.2577657694
716	0.2576769138
717	0.25756368
718	0.2574911558
719	0.2573737696
720	0.2572709777
721	0.2571187933
722	0.2569734767
723	0.2568273519
724	0.2567616306
725	0.2566690416
726	0.2565620219
727	0.2563907035
728	0.2562246326
729	0.2561191081
730	0.2560090406
731	0.2559266453
732	0.2558289102
733	0.2556854639
734	0.2555580206
735	0.2554655152
736	0.2553511067
737	0.2552318743
738	0.2551151976
739	0.2550055529
740	0.254888074
741	0.254777125
742	0.2546737366
743	0.2545335534
744	0.2543147092
745	0.2541744833
746	0.2540852659
747	0.2539550384
748	0.2538024235
749	0.2537093919
750	0.2536304014
751	0.2534230442
752	0.253343819
753	0.2532364591
754	0.2530926109
755	0.2529906721
756	0.2528793744
757	0.2527913503
758	0.2526696457
759	0.2525165262
760	0.2523711604
761	0.2522376068
762	0.2521288683
763	0.2520235487
764	0.2519264869
765	0.2518217098
766	0.2516889177
767	0.2515755349
768	0.251439616
769	0.2513089115
770	0.2511504518
771	0.2510187965
772	0.2509011142
773	0.2508288682
774	0.2506830253
775	0.2505678958
776	0.250427877
777	0.2503174845
778	0.2501874767
779	0.2501125676
780	0.2500078105
781	0.2498908791
782	0.2497500944
783	0.2496470377
784	0.2494925453
785	0.2494206862
786	0.2492385464
787	0.2491196455
788	0.2489755795
789	0.2489023676
790	0.2487501092
791	0.2485999382
792	0.2484909249
793	0.2483575506
794	0.248204658
795	0.2480196731
796	0.2478526648
797	0.247701577
798	0.2475689658
799	0.247449559
800	0.2473549243
801	0.2472489813
802	0.2471312227
803	0.2470232566
804	0.2469299772
805	0.2468189905
806	0.2466983464
807	0.2465672939
808	0.2464700313
809	0.2463306451
810	0.246245405
811	0.2461527318
812	0.2460507366
813	0.2459482265
814	0.2458601967
815	0.2457669314
816	0.2457000288
817	0.2455910896
818	0.2454865106
819	0.2453931578
820	0.2452779911
821	0.2451535745
822	0.2450204381
823	0.2449534131
824	0.2448274999
825	0.2447175319
826	0.2446188798
827	0.2444999932
828	0.2443611324
829	0.2442844994
830	0.2441959353
831	0.2440468087
832	0.243952288
833	0.2438533946
834	0.2437760585
835	0.2436652784
836	0.2435925307
837	0.2434921326
838	0.2433979396
839	0.2432626279
840	0.2431550257
841	0.2430886213
842	0.243030115
843	0.2428374228
844	0.2427708825
845	0.242672061
846	0.2425741887
847	0.2424122801
848	0.2423310859
849	0.242253681
850	0.2421322241
851	0.2420470944
852	0.2419258601
853	0.2418424812
854	0.2417508807
855	0.2415995096
856	0.2414881188
857	0.2413574453
858	0.2412383973
859	0.2410864975
860	0.240938985
861	0.240770871
862	0.2406747725
863	0.2405684981
864	0.2404161691
865	0.2402704392
866	0.2401265275
867	0.2400315979
868	0.239928303
869	0.2398694501
870	0.239808424
871	0.239740483
872	0.2396017367
873	0.2394732562
874	0.2394213528
875	0.2392967475
876	0.2392140193
877	0.2391365566
878	0.2390518511
879	0.2389978169
880	0.2388685785
881	0.238774681
882	0.2386960461
883	0.2385479857
884	0.2384178169
885	0.238247853
886	0.2381146631
887	0.238039128
888	0.237921701
889	0.2378539063
890	0.2377448812
891	0.2376131313
892	0.2374340027
893	0.237287316
894	0.2372090594
895	0.2371122696
896	0.2369870816
897	0.2369090747
898	0.2367749648
899	0.2366584456
900	0.2365875418
901	0.2364765255
902	0.236366717
903	0.2362809652
904	0.2361155831
905	0.2360236903
906	0.2359291972
907	0.2358454242
908	0.2357461868
909	0.2356018812
910	0.2354887287
911	0.2353512989
912	0.2352574865
913	0.2351428617
914	0.2350352367
915	0.2349539667
916	0.2348919731
917	0.2348342984
918	0.2346695051
919	0.2345608164
920	0.2344496891
921	0.2343968828
922	0.234299029
923	0.2341440046
924	0.2339997662
925	0.233821041
926	0.2337089273
927	0.2336340101
928	0.2335343982
929	0.2334018531
930	0.2332593356
931	0.2331503199
932	0.2331126139
933	0.2330426937
934	0.2329440928
935	0.2328413478
936	0.2327592753
937	0.2327003983
938	0.2325936089
939	0.2324831105
940	0.2324035597
941	0.2323039898
942	0.2322175584
943	0.2320947159
944	0.2319947868
945	0.2318242972
946	0.2317445173
947	0.2316092076
948	0.2315162663
949	0.2314197555
950	0.2313331717
951	0.2312463744
952	0.231150435
953	0.2310596604
954	0.2309124663
955	0.2308323476
956	0.2307861762
957	0.2306165391
958	0.2305253361
959	0.2303972427
960	0.2302829793
961	0.2301757123
962	0.2300747479
963	0.2299929478
964	0.2298744773
965	0.22980235
966	0.2296953587
967	0.2295429111
968	0.2294414539
969	0.2293443495
970	0.2292328995
971	0.22910796
972	0.2290119221
973	0.2289173738
974	0.2288386353
975	0.2287649748
976	0.2286859904
977	0.2285866978
978	0.2284845949
979	0.2284273854
980	0.2283291085
981	0.2282644778
982	0.2281817096
983	0.2280832751
984	0.2279118289
985	0.2278413729
986	0.2277121657
987	0.2275584961
988	0.2274242203
989	0.2273102728
990	0.2271804869
991	0.2270753109
992	0.2269801882
993	0.2269108172
994	0.2268028718
995	0.2267110818
996	0.2265900961
997	0.2264722266
998	0.226366865
999	0.226277613
